id,chris_distance,held_distance,nn_dist,chris_path,held_path,nn_path,chris_diff,nn_diff
279,428.77433092790636,342.628386176203,1007.9593848689467,"[(55, 63), (100, 12), (77, 18), (73, 43), (93, 53), (83, 53), (38, 14), (41, 36), (25, 19), (13, 65), (63, 89), (77, 93), (84, 67), (73, 68), (55, 63)]","[(41, 36), (25, 19), (38, 14), (77, 18), (100, 12), (73, 43), (83, 53), (93, 53), (84, 67), (73, 68), (77, 93), (63, 89), (55, 63), (13, 65), (41, 36)]","[(55, 63), (73, 68), (55, 63), (73, 43), (55, 63), (63, 89), (55, 63), (84, 67), (55, 63), (83, 53), (55, 63), (41, 36), (55, 63), (77, 93), (55, 63), (93, 53), (55, 63), (13, 65), (55, 63), (77, 18), (55, 63), (38, 14), (55, 63), (25, 19), (55, 63), (100, 12), (55, 63)]",86.14594475170338,665.3309986927437 
280,498.1500933445054,327.4007884164897,1017.1328427189203,"[(56, 49), (2, 57), (13, 14), (30, 25), (48, 21), (59, 8), (81, 95), (72, 80), (82, 63), (95, 39), (99, 50), (74, 97), (70, 23), (61, 60), (56, 49)]","[(72, 80), (74, 97), (81, 95), (82, 63), (99, 50), (95, 39), (70, 23), (59, 8), (48, 21), (30, 25), (13, 14), (2, 57), (56, 49), (61, 60), (72, 80)]","[(56, 49), (61, 60), (56, 49), (48, 21), (56, 49), (82, 63), (56, 49), (70, 23), (56, 49), (72, 80), (56, 49), (30, 25), (56, 49), (95, 39), (56, 49), (59, 8), (56, 49), (99, 50), (56, 49), (74, 97), (56, 49), (81, 95), (56, 49), (2, 57), (56, 49), (13, 14), (56, 49)]",170.7493049280157,689.7320543024306 
281,616.3920194818508,343.36705675854904,1275.0678529050795,"[(90, 49), (77, 0), (16, 4), (58, 57), (28, 64), (37, 33), (59, 26), (42, 17), (19, 84), (32, 72), (33, 11), (98, 17), (62, 64), (96, 71), (90, 49)]","[(32, 72), (58, 57), (62, 64), (96, 71), (90, 49), (98, 17), (77, 0), (59, 26), (42, 17), (33, 11), (16, 4), (37, 33), (28, 64), (19, 84), (32, 72)]","[(28, 64), (32, 72), (28, 64), (19, 84), (28, 64), (58, 57), (28, 64), (37, 33), (28, 64), (62, 64), (28, 64), (59, 26), (28, 64), (42, 17), (28, 64), (33, 11), (28, 64), (16, 4), (28, 64), (90, 49), (28, 64), (96, 71), (28, 64), (77, 0), (28, 64), (98, 17), (28, 64)]",273.0249627233017,931.7007961465304 
282,411.52499201478713,262.1774377034312,1131.8202113427874,"[(67, 37), (8, 23), (26, 3), (39, 11), (24, 37), (31, 41), (36, 49), (53, 61), (5, 27), (8, 21), (42, 87), (32, 79), (76, 67), (82, 41), (67, 37)]","[(24, 37), (31, 41), (36, 49), (32, 79), (42, 87), (53, 61), (76, 67), (82, 41), (67, 37), (39, 11), (26, 3), (8, 21), (8, 23), (5, 27), (24, 37)]","[(8, 23), (8, 21), (8, 23), (5, 27), (8, 23), (24, 37), (8, 23), (26, 3), (8, 23), (31, 41), (8, 23), (39, 11), (8, 23), (36, 49), (8, 23), (53, 61), (8, 23), (67, 37), (8, 23), (32, 79), (8, 23), (42, 87), (8, 23), (82, 41), (8, 23), (76, 67), (8, 23)]",149.3475543113559,869.6427736393562 
283,519.4108844290133,381.8577777778354,1531.6941655771266,"[(66, 90), (2, 56), (27, 6), (78, 3), (100, 45), (98, 70), (82, 54), (74, 61), (1, 96), (25, 58), (20, 47), (6, 52), (32, 82), (56, 98), (66, 90)]","[(2, 56), (6, 52), (25, 58), (20, 47), (27, 6), (78, 3), (100, 45), (98, 70), (82, 54), (74, 61), (66, 90), (56, 98), (32, 82), (1, 96), (2, 56)]","[(2, 56), (6, 52), (2, 56), (20, 47), (2, 56), (25, 58), (2, 56), (32, 82), (2, 56), (1, 96), (2, 56), (27, 6), (2, 56), (56, 98), (2, 56), (74, 61), (2, 56), (66, 90), (2, 56), (82, 54), (2, 56), (78, 3), (2, 56), (98, 70), (2, 56), (100, 45), (2, 56)]",137.55310665117793,1149.836387799291 
284,601.5680402727878,387.4011161607723,1726.365861591965,"[(86, 42), (76, 26), (70, 78), (36, 99), (20, 0), (6, 34), (5, 53), (4, 87), (90, 95), (99, 73), (95, 98), (79, 79), (82, 4), (60, 35), (86, 42)]","[(5, 53), (6, 34), (20, 0), (82, 4), (76, 26), (60, 35), (86, 42), (99, 73), (95, 98), (90, 95), (79, 79), (70, 78), (36, 99), (4, 87), (5, 53)]","[(36, 99), (4, 87), (36, 99), (70, 78), (36, 99), (79, 79), (36, 99), (90, 95), (36, 99), (5, 53), (36, 99), (95, 98), (36, 99), (99, 73), (36, 99), (60, 35), (36, 99), (6, 34), (36, 99), (86, 42), (36, 99), (76, 26), (36, 99), (20, 0), (36, 99), (82, 4), (36, 99)]",214.16692411201552,1338.9647454311928 
285,516.5865716892715,314.7217659203288,1634.557473141511,"[(97, 55), (65, 15), (37, 97), (14, 69), (25, 61), (33, 41), (31, 35), (29, 66), (52, 73), (84, 20), (94, 34), (75, 1), (97, 91), (96, 68), (97, 55)]","[(97, 91), (96, 68), (97, 55), (94, 34), (84, 20), (75, 1), (65, 15), (31, 35), (33, 41), (25, 61), (29, 66), (14, 69), (37, 97), (52, 73), (97, 91)]","[(37, 97), (52, 73), (37, 97), (29, 66), (37, 97), (14, 69), (37, 97), (25, 61), (37, 97), (33, 41), (37, 97), (97, 91), (37, 97), (31, 35), (37, 97), (96, 68), (37, 97), (97, 55), (37, 97), (94, 34), (37, 97), (65, 15), (37, 97), (84, 20), (37, 97), (75, 1), (37, 97)]",201.86480576894274,1319.8357072211822 
286,440.2601683938353,315.9645792687447,1077.9096299428993,"[(65, 64), (28, 16), (21, 41), (40, 77), (34, 87), (39, 87), (23, 97), (0, 92), (39, 91), (16, 67), (100, 38), (81, 36), (92, 77), (72, 72), (65, 64)]","[(39, 87), (39, 91), (34, 87), (23, 97), (0, 92), (16, 67), (21, 41), (28, 16), (81, 36), (100, 38), (92, 77), (72, 72), (65, 64), (40, 77), (39, 87)]","[(65, 64), (72, 72), (65, 64), (40, 77), (65, 64), (92, 77), (65, 64), (81, 36), (65, 64), (39, 87), (65, 64), (39, 91), (65, 64), (34, 87), (65, 64), (100, 38), (65, 64), (16, 67), (65, 64), (21, 41), (65, 64), (23, 97), (65, 64), (28, 16), (65, 64), (0, 92), (65, 64)]",124.29558912509054,761.9450506741546 
287,511.7228831802758,368.4341258244099,2014.4417764259051,"[(17, 83), (0, 95), (8, 59), (95, 83), (62, 62), (90, 37), (67, 9), (39, 3), (14, 9), (5, 32), (14, 42), (71, 88), (36, 100), (4, 89), (17, 83)]","[(36, 100), (0, 95), (4, 89), (17, 83), (8, 59), (14, 42), (5, 32), (14, 9), (39, 3), (67, 9), (90, 37), (62, 62), (95, 83), (71, 88), (36, 100)]","[(95, 83), (71, 88), (95, 83), (62, 62), (95, 83), (90, 37), (95, 83), (36, 100), (95, 83), (17, 83), (95, 83), (67, 9), (95, 83), (8, 59), (95, 83), (14, 42), (95, 83), (4, 89), (95, 83), (0, 95), (95, 83), (39, 3), (95, 83), (5, 32), (95, 83), (14, 9), (95, 83)]",143.28875735586593,1646.0076506014952 
288,531.0342628353434,331.79611226153673,2171.167706794009,"[(12, 37), (6, 89), (86, 97), (34, 89), (72, 28), (45, 38), (37, 31), (37, 38), (49, 92), (3, 90), (9, 8), (10, 24), (0, 28), (4, 36), (12, 37)]","[(45, 38), (37, 38), (37, 31), (9, 8), (10, 24), (0, 28), (4, 36), (12, 37), (3, 90), (6, 89), (34, 89), (49, 92), (86, 97), (72, 28), (45, 38)]","[(86, 97), (49, 92), (86, 97), (34, 89), (86, 97), (72, 28), (86, 97), (45, 38), (86, 97), (37, 38), (86, 97), (6, 89), (86, 97), (37, 31), (86, 97), (3, 90), (86, 97), (12, 37), (86, 97), (4, 36), (86, 97), (10, 24), (86, 97), (0, 28), (86, 97), (9, 8), (86, 97)]",199.23815057380665,1839.3715945324723 
289,507.4556470004023,329.2034921636173,1667.4277899036108,"[(76, 47), (63, 65), (25, 64), (2, 11), (26, 14), (27, 24), (14, 36), (21, 40), (61, 9), (91, 68), (33, 85), (96, 81), (57, 40), (72, 32), (76, 47)]","[(27, 24), (61, 9), (72, 32), (57, 40), (76, 47), (91, 68), (96, 81), (63, 65), (33, 85), (25, 64), (21, 40), (14, 36), (2, 11), (26, 14), (27, 24)]","[(2, 11), (26, 14), (2, 11), (14, 36), (2, 11), (27, 24), (2, 11), (21, 40), (2, 11), (25, 64), (2, 11), (61, 9), (2, 11), (57, 40), (2, 11), (72, 32), (2, 11), (33, 85), (2, 11), (63, 65), (2, 11), (76, 47), (2, 11), (91, 68), (2, 11), (96, 81), (2, 11)]",178.252154836785,1338.2242977399935 
290,414.26732922831724,330.7039736282107,1497.1901117362338,"[(68, 61), (42, 85), (28, 89), (12, 61), (19, 22), (0, 25), (86, 6), (44, 16), (48, 10), (56, 28), (87, 41), (95, 56), (85, 68), (100, 71), (68, 61)]","[(48, 10), (56, 28), (86, 6), (87, 41), (95, 56), (100, 71), (85, 68), (68, 61), (42, 85), (28, 89), (12, 61), (0, 25), (19, 22), (44, 16), (48, 10)]","[(19, 22), (0, 25), (19, 22), (44, 16), (19, 22), (48, 10), (19, 22), (56, 28), (19, 22), (12, 61), (19, 22), (68, 61), (19, 22), (42, 85), (19, 22), (28, 89), (19, 22), (86, 6), (19, 22), (87, 41), (19, 22), (85, 68), (19, 22), (95, 56), (19, 22), (100, 71), (19, 22)]",83.56335560010655,1166.4861381080232 
291,491.03249294583446,371.856299028435,1392.8310607205012,"[(50, 93), (25, 14), (69, 38), (99, 4), (83, 20), (81, 24), (94, 57), (81, 31), (0, 100), (11, 89), (30, 55), (36, 69), (52, 99), (55, 94), (50, 93)]","[(55, 94), (94, 57), (99, 4), (83, 20), (81, 24), (81, 31), (69, 38), (25, 14), (30, 55), (36, 69), (11, 89), (0, 100), (50, 93), (52, 99), (55, 94)]","[(50, 93), (55, 94), (50, 93), (52, 99), (50, 93), (36, 69), (50, 93), (11, 89), (50, 93), (30, 55), (50, 93), (0, 100), (50, 93), (94, 57), (50, 93), (69, 38), (50, 93), (81, 31), (50, 93), (81, 24), (50, 93), (83, 20), (50, 93), (25, 14), (50, 93), (99, 4), (50, 93)]",119.17619391739947,1020.9747616920663 
292,375.3268171947653,309.8890581835871,1178.370810708049,"[(65, 39), (100, 97), (86, 66), (65, 74), (67, 61), (75, 69), (5, 36), (0, 55), (14, 56), (11, 67), (5, 76), (19, 71), (45, 43), (75, 39), (65, 39)]","[(67, 61), (75, 69), (86, 66), (100, 97), (65, 74), (19, 71), (5, 76), (11, 67), (14, 56), (0, 55), (5, 36), (45, 43), (65, 39), (75, 39), (67, 61)]","[(65, 39), (75, 39), (65, 39), (45, 43), (65, 39), (67, 61), (65, 39), (75, 69), (65, 39), (86, 66), (65, 39), (65, 74), (65, 39), (14, 56), (65, 39), (19, 71), (65, 39), (5, 36), (65, 39), (11, 67), (65, 39), (0, 55), (65, 39), (100, 97), (65, 39), (5, 76), (65, 39)]",65.43775901117817,868.4817525244619 
293,469.09678926746165,350.13662566153835,1042.1738193294686,"[(39, 43), (24, 24), (0, 25), (7, 19), (4, 15), (100, 5), (91, 62), (89, 53), (77, 30), (28, 69), (55, 83), (49, 68), (53, 19), (62, 52), (39, 43)]","[(55, 83), (49, 68), (62, 52), (91, 62), (89, 53), (77, 30), (100, 5), (53, 19), (24, 24), (7, 19), (4, 15), (0, 25), (39, 43), (28, 69), (55, 83)]","[(39, 43), (24, 24), (39, 43), (62, 52), (39, 43), (49, 68), (39, 43), (53, 19), (39, 43), (28, 69), (39, 43), (7, 19), (39, 43), (77, 30), (39, 43), (0, 25), (39, 43), (55, 83), (39, 43), (4, 15), (39, 43), (89, 53), (39, 43), (91, 62), (39, 43), (100, 5), (39, 43)]",118.9601636059233,692.0371936679303 
294,409.20602765197634,287.3698752299845,1529.7651430729932,"[(37, 99), (61, 34), (54, 3), (6, 1), (15, 10), (11, 20), (60, 15), (41, 56), (38, 39), (46, 43), (55, 44), (3, 60), (17, 78), (28, 85), (37, 99)]","[(6, 1), (54, 3), (60, 15), (61, 34), (55, 44), (46, 43), (38, 39), (41, 56), (37, 99), (28, 85), (17, 78), (3, 60), (11, 20), (15, 10), (6, 1)]","[(6, 1), (15, 10), (6, 1), (11, 20), (6, 1), (54, 3), (6, 1), (38, 39), (6, 1), (60, 15), (6, 1), (46, 43), (6, 1), (3, 60), (6, 1), (61, 34), (6, 1), (55, 44), (6, 1), (41, 56), (6, 1), (17, 78), (6, 1), (28, 85), (6, 1), (37, 99), (6, 1)]",121.83615242199187,1242.3952678430087 
295,557.2609137172633,339.6751647354115,1083.2561134424973,"[(71, 38), (14, 89), (50, 97), (76, 95), (86, 80), (14, 49), (24, 39), (59, 80), (22, 19), (92, 48), (57, 54), (53, 30), (59, 25), (80, 23), (71, 38)]","[(92, 48), (86, 80), (76, 95), (59, 80), (50, 97), (14, 89), (14, 49), (24, 39), (22, 19), (53, 30), (59, 25), (80, 23), (71, 38), (57, 54), (92, 48)]","[(71, 38), (80, 23), (71, 38), (59, 25), (71, 38), (53, 30), (71, 38), (57, 54), (71, 38), (92, 48), (71, 38), (59, 80), (71, 38), (86, 80), (71, 38), (24, 39), (71, 38), (22, 19), (71, 38), (76, 95), (71, 38), (14, 49), (71, 38), (50, 97), (71, 38), (14, 89), (71, 38)]",217.5857489818518,743.5809487070858 
296,513.7395188016988,318.7417871311384,1674.9820303118327,"[(11, 44), (5, 47), (65, 10), (74, 72), (33, 98), (46, 75), (35, 53), (77, 93), (58, 98), (67, 82), (90, 23), (50, 15), (0, 33), (6, 47), (11, 44)]","[(0, 33), (5, 47), (6, 47), (11, 44), (35, 53), (46, 75), (33, 98), (58, 98), (77, 93), (67, 82), (74, 72), (90, 23), (65, 10), (50, 15), (0, 33)]","[(65, 10), (50, 15), (65, 10), (90, 23), (65, 10), (35, 53), (65, 10), (74, 72), (65, 10), (11, 44), (65, 10), (46, 75), (65, 10), (0, 33), (65, 10), (6, 47), (65, 10), (5, 47), (65, 10), (67, 82), (65, 10), (77, 93), (65, 10), (58, 98), (65, 10), (33, 98), (65, 10)]",194.99773167056037,1356.2402431806943 
297,512.2287500243317,324.1569019966184,1484.8661023308787,"[(75, 19), (84, 34), (92, 44), (54, 4), (21, 88), (21, 46), (5, 56), (18, 12), (29, 67), (23, 66), (9, 72), (32, 85), (54, 29), (97, 22), (75, 19)]","[(21, 88), (9, 72), (5, 56), (21, 46), (18, 12), (54, 4), (75, 19), (97, 22), (92, 44), (84, 34), (54, 29), (29, 67), (23, 66), (32, 85), (21, 88)]","[(21, 88), (32, 85), (21, 88), (9, 72), (21, 88), (23, 66), (21, 88), (29, 67), (21, 88), (5, 56), (21, 88), (21, 46), (21, 88), (54, 29), (21, 88), (18, 12), (21, 88), (84, 34), (21, 88), (92, 44), (21, 88), (75, 19), (21, 88), (54, 4), (21, 88), (97, 22), (21, 88)]",188.07184802771332,1160.7092003342602 
298,513.5712846091645,352.22134165904515,1033.9673183879538,"[(70, 48), (84, 97), (64, 98), (82, 82), (77, 96), (80, 0), (97, 9), (11, 18), (7, 56), (41, 79), (85, 70), (59, 39), (56, 47), (77, 45), (70, 48)]","[(59, 39), (97, 9), (80, 0), (11, 18), (7, 56), (41, 79), (64, 98), (77, 96), (84, 97), (82, 82), (85, 70), (77, 45), (70, 48), (56, 47), (59, 39)]","[(70, 48), (77, 45), (70, 48), (56, 47), (70, 48), (59, 39), (70, 48), (85, 70), (70, 48), (82, 82), (70, 48), (41, 79), (70, 48), (97, 9), (70, 48), (77, 96), (70, 48), (80, 0), (70, 48), (64, 98), (70, 48), (84, 97), (70, 48), (7, 56), (70, 48), (11, 18), (70, 48)]",161.34994295011938,681.7459767289087 
299,380.43817752649204,337.2986904034386,1559.7154315015046,"[(55, 31), (57, 51), (53, 65), (76, 89), (35, 93), (28, 78), (24, 74), (3, 70), (1, 84), (48, 66), (20, 44), (31, 11), (63, 1), (81, 29), (55, 31)]","[(28, 78), (24, 74), (1, 84), (3, 70), (20, 44), (31, 11), (63, 1), (81, 29), (55, 31), (57, 51), (48, 66), (53, 65), (76, 89), (35, 93), (28, 78)]","[(76, 89), (53, 65), (76, 89), (48, 66), (76, 89), (35, 93), (76, 89), (57, 51), (76, 89), (28, 78), (76, 89), (24, 74), (76, 89), (81, 29), (76, 89), (55, 31), (76, 89), (20, 44), (76, 89), (1, 84), (76, 89), (3, 70), (76, 89), (63, 1), (76, 89), (31, 11), (76, 89)]",43.139487123053414,1222.4167410980658 
300,354.35420618527945,228.7794791613773,1048.2793880287065,"[(39, 52), (62, 37), (92, 27), (67, 5), (93, 62), (85, 57), (41, 13), (39, 10), (37, 9), (83, 9), (60, 30), (34, 38), (34, 50), (38, 52), (39, 52)]","[(39, 10), (41, 13), (34, 38), (34, 50), (38, 52), (39, 52), (60, 30), (62, 37), (85, 57), (93, 62), (92, 27), (83, 9), (67, 5), (37, 9), (39, 10)]","[(67, 5), (83, 9), (67, 5), (60, 30), (67, 5), (41, 13), (67, 5), (39, 10), (67, 5), (37, 9), (67, 5), (62, 37), (67, 5), (92, 27), (67, 5), (34, 38), (67, 5), (39, 52), (67, 5), (85, 57), (67, 5), (38, 52), (67, 5), (34, 50), (67, 5), (93, 62), (67, 5)]",125.57472702390214,819.4999088673292 
301,514.4567980628876,338.441997532632,1439.801401547247,"[(12, 77), (19, 46), (22, 4), (69, 5), (78, 52), (52, 87), (29, 96), (99, 47), (35, 23), (45, 53), (14, 61), (15, 54), (30, 78), (16, 85), (12, 77)]","[(52, 87), (29, 96), (30, 78), (16, 85), (12, 77), (14, 61), (15, 54), (19, 46), (35, 23), (22, 4), (69, 5), (99, 47), (78, 52), (45, 53), (52, 87)]","[(78, 52), (99, 47), (78, 52), (45, 53), (78, 52), (52, 87), (78, 52), (69, 5), (78, 52), (35, 23), (78, 52), (30, 78), (78, 52), (19, 46), (78, 52), (15, 54), (78, 52), (14, 61), (78, 52), (29, 96), (78, 52), (16, 85), (78, 52), (12, 77), (78, 52), (22, 4), (78, 52)]",176.01480053025563,1101.359404014615 
302,603.74740399312,363.7786105979746,1483.6694835591145,"[(7, 43), (73, 9), (62, 65), (46, 37), (54, 18), (54, 11), (99, 90), (79, 100), (20, 68), (33, 87), (77, 4), (16, 1), (11, 7), (19, 40), (7, 43)]","[(54, 11), (16, 1), (11, 7), (19, 40), (7, 43), (20, 68), (33, 87), (79, 100), (99, 90), (62, 65), (46, 37), (54, 18), (73, 9), (77, 4), (54, 11)]","[(73, 9), (77, 4), (73, 9), (54, 11), (73, 9), (54, 18), (73, 9), (46, 37), (73, 9), (62, 65), (73, 9), (16, 1), (73, 9), (11, 7), (73, 9), (19, 40), (73, 9), (7, 43), (73, 9), (20, 68), (73, 9), (99, 90), (73, 9), (33, 87), (73, 9), (79, 100), (73, 9)]",239.96879339514538,1119.8908729611398 
303,576.1456720989784,354.64962100331536,1350.6423038647704,"[(24, 18), (43, 1), (82, 6), (96, 74), (91, 52), (9, 70), (30, 77), (39, 93), (18, 63), (9, 85), (4, 78), (84, 56), (7, 4), (7, 32), (24, 18)]","[(9, 70), (4, 78), (9, 85), (30, 77), (39, 93), (96, 74), (84, 56), (91, 52), (82, 6), (43, 1), (24, 18), (7, 4), (7, 32), (18, 63), (9, 70)]","[(9, 70), (4, 78), (9, 70), (18, 63), (9, 70), (9, 85), (9, 70), (30, 77), (9, 70), (39, 93), (9, 70), (7, 32), (9, 70), (24, 18), (9, 70), (7, 4), (9, 70), (84, 56), (9, 70), (43, 1), (9, 70), (91, 52), (9, 70), (96, 74), (9, 70), (82, 6), (9, 70)]",221.496051095663,995.992682861455 
304,591.3726317782726,336.89750684193575,1120.5711115540958,"[(31, 35), (90, 90), (83, 55), (83, 29), (0, 23), (13, 16), (73, 43), (93, 85), (44, 74), (29, 94), (30, 64), (25, 5), (22, 55), (24, 39), (31, 35)]","[(31, 35), (24, 39), (22, 55), (30, 64), (44, 74), (29, 94), (90, 90), (93, 85), (83, 55), (73, 43), (83, 29), (25, 5), (13, 16), (0, 23), (31, 35)]","[(31, 35), (24, 39), (31, 35), (22, 55), (31, 35), (13, 16), (31, 35), (30, 64), (31, 35), (25, 5), (31, 35), (0, 23), (31, 35), (44, 74), (31, 35), (73, 43), (31, 35), (83, 29), (31, 35), (83, 55), (31, 35), (29, 94), (31, 35), (93, 85), (31, 35), (90, 90), (31, 35)]",254.4751249363369,783.67360471216 
305,324.3284246425988,276.9034031478405,907.8568316280172,"[(38, 63), (35, 20), (53, 20), (59, 10), (60, 0), (75, 59), (77, 45), (53, 99), (48, 90), (45, 84), (19, 88), (36, 83), (52, 67), (36, 58), (38, 63)]","[(36, 83), (45, 84), (48, 90), (53, 99), (52, 67), (75, 59), (77, 45), (60, 0), (59, 10), (53, 20), (35, 20), (36, 58), (38, 63), (19, 88), (36, 83)]","[(38, 63), (36, 58), (38, 63), (52, 67), (38, 63), (36, 83), (38, 63), (45, 84), (38, 63), (48, 90), (38, 63), (19, 88), (38, 63), (75, 59), (38, 63), (53, 99), (38, 63), (77, 45), (38, 63), (35, 20), (38, 63), (53, 20), (38, 63), (59, 10), (38, 63), (60, 0), (38, 63)]",47.42502149475831,630.9534284801766 
306,412.2099838277074,307.21752041016526,1408.3688454035625,"[(24, 26), (8, 62), (59, 96), (82, 70), (94, 43), (93, 61), (69, 59), (89, 62), (23, 92), (36, 58), (23, 45), (9, 27), (18, 17), (30, 19), (24, 26)]","[(18, 17), (30, 19), (24, 26), (23, 45), (36, 58), (69, 59), (94, 43), (93, 61), (89, 62), (82, 70), (59, 96), (23, 92), (8, 62), (9, 27), (18, 17)]","[(8, 62), (23, 45), (8, 62), (36, 58), (8, 62), (23, 92), (8, 62), (9, 27), (8, 62), (24, 26), (8, 62), (18, 17), (8, 62), (30, 19), (8, 62), (69, 59), (8, 62), (59, 96), (8, 62), (82, 70), (8, 62), (89, 62), (8, 62), (93, 61), (8, 62), (94, 43), (8, 62)]",104.99246341754213,1101.1513249933973 
307,583.0092254421004,402.8710063499393,1736.8705081441387,"[(72, 14), (53, 3), (25, 0), (79, 86), (8, 96), (19, 52), (37, 33), (47, 44), (0, 39), (63, 59), (100, 67), (51, 14), (59, 31), (76, 27), (72, 14)]","[(63, 59), (47, 44), (37, 33), (59, 31), (76, 27), (72, 14), (51, 14), (53, 3), (25, 0), (0, 39), (19, 52), (8, 96), (79, 86), (100, 67), (63, 59)]","[(79, 86), (100, 67), (79, 86), (63, 59), (79, 86), (47, 44), (79, 86), (59, 31), (79, 86), (76, 27), (79, 86), (37, 33), (79, 86), (19, 52), (79, 86), (8, 96), (79, 86), (72, 14), (79, 86), (51, 14), (79, 86), (53, 3), (79, 86), (0, 39), (79, 86), (25, 0), (79, 86)]",180.13821909216108,1333.9995017941994 
308,483.009763708017,326.997336925442,1035.2517021252222,"[(36, 30), (97, 73), (42, 92), (45, 82), (40, 81), (39, 49), (49, 39), (51, 37), (52, 39), (76, 78), (66, 9), (91, 21), (3, 38), (26, 15), (36, 30)]","[(3, 38), (39, 49), (40, 81), (45, 82), (42, 92), (76, 78), (97, 73), (91, 21), (66, 9), (51, 37), (52, 39), (49, 39), (36, 30), (26, 15), (3, 38)]","[(36, 30), (49, 39), (36, 30), (51, 37), (36, 30), (26, 15), (36, 30), (52, 39), (36, 30), (39, 49), (36, 30), (3, 38), (36, 30), (66, 9), (36, 30), (40, 81), (36, 30), (45, 82), (36, 30), (91, 21), (36, 30), (42, 92), (36, 30), (76, 78), (36, 30), (97, 73), (36, 30)]",156.01242678257495,708.2543651997802 
309,493.7259117604727,321.50607672638057,974.2371682120101,"[(47, 48), (64, 44), (74, 99), (72, 76), (25, 93), (37, 84), (45, 71), (51, 91), (40, 75), (96, 54), (97, 31), (10, 25), (24, 62), (65, 39), (47, 48)]","[(47, 48), (10, 25), (24, 62), (45, 71), (40, 75), (37, 84), (25, 93), (51, 91), (74, 99), (72, 76), (96, 54), (97, 31), (65, 39), (64, 44), (47, 48)]","[(47, 48), (64, 44), (47, 48), (65, 39), (47, 48), (45, 71), (47, 48), (24, 62), (47, 48), (40, 75), (47, 48), (37, 84), (47, 48), (72, 76), (47, 48), (51, 91), (47, 48), (10, 25), (47, 48), (96, 54), (47, 48), (25, 93), (47, 48), (97, 31), (47, 48), (74, 99), (47, 48)]",172.2198350340921,652.7310914856296 
310,460.09461531971886,285.62564749330943,1331.5834772197004,"[(55, 86), (77, 39), (34, 16), (23, 35), (16, 27), (16, 17), (29, 0), (22, 5), (95, 73), (89, 84), (38, 69), (76, 84), (39, 91), (58, 71), (55, 86)]","[(38, 69), (23, 35), (16, 27), (16, 17), (22, 5), (29, 0), (34, 16), (77, 39), (95, 73), (89, 84), (76, 84), (58, 71), (55, 86), (39, 91), (38, 69)]","[(55, 86), (58, 71), (55, 86), (39, 91), (55, 86), (76, 84), (55, 86), (38, 69), (55, 86), (89, 84), (55, 86), (95, 73), (55, 86), (77, 39), (55, 86), (23, 35), (55, 86), (16, 27), (55, 86), (34, 16), (55, 86), (16, 17), (55, 86), (22, 5), (55, 86), (29, 0), (55, 86)]",174.46896782640943,1045.957829726391 
311,560.3926407496105,306.07234645452917,1583.3462617397172,"[(54, 29), (34, 88), (18, 55), (20, 29), (22, 15), (28, 5), (89, 68), (90, 66), (11, 22), (6, 48), (13, 89), (97, 62), (83, 24), (56, 24), (54, 29)]","[(90, 66), (97, 62), (83, 24), (56, 24), (54, 29), (28, 5), (22, 15), (11, 22), (20, 29), (6, 48), (18, 55), (13, 89), (34, 88), (89, 68), (90, 66)]","[(34, 88), (13, 89), (34, 88), (18, 55), (34, 88), (6, 48), (34, 88), (89, 68), (34, 88), (90, 66), (34, 88), (20, 29), (34, 88), (54, 29), (34, 88), (56, 24), (34, 88), (97, 62), (34, 88), (11, 22), (34, 88), (22, 15), (34, 88), (83, 24), (34, 88), (28, 5), (34, 88)]",254.32029429508128,1277.273915285188 
312,467.2966909145204,383.28932516552055,1848.6724872897064,"[(84, 99), (53, 100), (41, 84), (4, 83), (23, 98), (19, 95), (29, 58), (23, 43), (45, 67), (4, 22), (86, 19), (61, 18), (63, 33), (95, 70), (84, 99)]","[(29, 58), (45, 67), (63, 33), (61, 18), (86, 19), (95, 70), (84, 99), (53, 100), (41, 84), (23, 98), (19, 95), (4, 83), (4, 22), (23, 43), (29, 58)]","[(4, 22), (23, 43), (4, 22), (29, 58), (4, 22), (61, 18), (4, 22), (63, 33), (4, 22), (45, 67), (4, 22), (4, 83), (4, 22), (41, 84), (4, 22), (19, 95), (4, 22), (23, 98), (4, 22), (86, 19), (4, 22), (53, 100), (4, 22), (95, 70), (4, 22), (84, 99), (4, 22)]",84.00736574899986,1465.383162124186 
313,433.09957363516344,324.17530345589824,1083.1570431484745,"[(16, 71), (8, 65), (9, 65), (93, 8), (76, 22), (43, 7), (37, 14), (1, 17), (65, 90), (52, 83), (44, 61), (18, 48), (22, 79), (11, 68), (16, 71)]","[(52, 83), (65, 90), (44, 61), (76, 22), (93, 8), (43, 7), (37, 14), (1, 17), (18, 48), (8, 65), (9, 65), (11, 68), (16, 71), (22, 79), (52, 83)]","[(16, 71), (11, 68), (16, 71), (9, 65), (16, 71), (22, 79), (16, 71), (8, 65), (16, 71), (18, 48), (16, 71), (44, 61), (16, 71), (52, 83), (16, 71), (65, 90), (16, 71), (1, 17), (16, 71), (37, 14), (16, 71), (43, 7), (16, 71), (76, 22), (16, 71), (93, 8), (16, 71)]",108.92427017926519,758.9817396925762 
